date,factor,signals,equity
2021-05-03,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$109,893"
2021-05-04,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$109,685"
2021-05-05,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$110,537"
2021-05-06,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$111,220"
2021-05-07,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$113,069"
2021-05-10,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$110,880"
2021-05-11,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$109,154"
2021-05-12,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$107,579"
2021-05-13,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$109,158"
2021-05-14,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$111,353"
2021-05-17,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$111,122"
2021-05-18,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$110,608"
2021-05-19,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$110,252"
2021-05-20,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$111,325"
2021-05-21,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$111,517"
2021-05-24,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$112,612"
2021-05-25,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$112,283"
2021-05-26,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$112,988"
2021-05-27,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$114,126"
2021-05-28,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$113,975"
2021-06-01,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$115,210"
2021-06-02,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$114,506"
2021-06-03,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$113,948"
2021-06-04,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$114,754"
2021-06-07,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$114,410"
2021-06-08,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$114,744"
2021-06-09,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$113,367"
2021-06-10,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$113,125"
2021-06-11,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$113,928"
2021-06-14,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$112,958"
2021-06-15,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$113,210"
2021-06-16,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$112,606"
2021-06-17,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$110,757"
2021-06-18,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$108,553"
2021-06-21,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$111,218"
2021-06-22,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$111,690"
2021-06-23,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$112,030"
2021-06-24,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$113,453"
2021-06-25,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$113,711"
2021-06-28,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$113,705"
2021-06-29,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$113,812"
2021-06-30,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$114,318"
2021-07-01,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$115,081"
2021-07-02,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$115,003"
2021-07-06,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$112,997"
2021-07-07,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$113,548"
2021-07-08,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$111,852"
2021-07-09,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$114,582"
2021-07-12,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$115,514"
2021-07-13,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$114,046"
2021-07-14,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$113,337"
2021-07-15,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$113,029"
2021-07-16,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$110,999"
2021-07-19,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$108,623"
2021-07-20,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$111,963"
2021-07-21,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$114,050"
2021-07-22,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$113,045"
2021-07-23,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$113,890"
2021-07-26,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$114,437"
2021-07-27,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$113,979"
2021-07-28,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$114,376"
2021-07-29,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$116,102"
2021-07-30,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$115,640"
2021-08-02,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$115,335"
2021-08-03,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$117,090"
2021-08-04,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$116,163"
2021-08-05,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$117,289"
2021-08-06,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$118,184"
2021-08-09,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$118,072"
2021-08-10,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: OFF,"$119,333"
2021-08-11,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: OFF,"$120,431"
2021-08-12,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$120,783"
2021-08-13,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$120,225"
2021-08-16,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$119,978"
2021-08-17,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$118,047"
2021-08-18,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$117,038"
2021-08-19,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$116,244"
2021-08-20,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$117,421"
2021-08-23,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$119,032"
2021-08-24,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$120,310"
2021-08-25,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$121,813"
2021-08-26,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: OFF,"$121,122"
2021-08-27,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$122,767"
2021-08-30,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$122,118"
2021-08-31,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$121,401"
2021-09-01,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$120,833"
2021-09-02,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$121,790"
2021-09-03,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$121,463"
2021-09-07,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: OFF,"$120,196"
2021-09-08,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: OFF,"$119,864"
2021-09-09,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$120,199"
2021-09-10,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$119,840"
2021-09-13,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$119,964"
2021-09-14,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$119,144"
2021-09-15,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$120,980"
2021-09-16,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$120,708"
2021-09-17,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$119,670"
2021-09-20,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$117,115"
2021-09-21,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$116,692"
2021-09-22,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$118,321"
2021-09-23,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$120,687"
2021-09-24,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$120,670"
2021-09-27,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$119,792"
2021-09-28,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$118,680"
2021-09-29,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$119,944"
2021-09-30,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$118,402"
2021-10-01,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$118,839"
2021-10-04,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$118,869"
2021-10-05,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$119,444"
2021-10-06,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$120,679"
2021-10-07,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$121,190"
2021-10-08,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$120,820"
2021-10-11,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$120,271"
2021-10-12,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$120,362"
2021-10-13,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$120,970"
2021-10-14,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$122,320"
2021-10-15,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$122,286"
2021-10-18,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$121,499"
2021-10-19,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$122,653"
2021-10-20,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$123,593"
2021-10-21,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$123,727"
2021-10-22,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$124,374"
2021-10-25,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$124,024"
2021-10-26,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$124,070"
2021-10-27,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$122,039"
2021-10-28,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$122,583"
2021-10-29,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$122,479"
2021-11-01,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$122,407"
2021-11-02,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$122,253"
2021-11-03,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$122,250"
2021-11-04,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$121,882"
2021-11-05,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$123,562"
2021-11-08,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$124,350"
2021-11-09,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$124,496"
2021-11-10,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$122,610"
2021-11-11,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$123,087"
2021-11-12,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$123,382"
2021-11-15,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$124,011"
2021-11-16,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$123,890"
2021-11-17,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$124,098"
2021-11-18,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$123,575"
2021-11-19,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$122,038"
2021-11-22,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$122,521"
2021-11-23,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$123,019"
2021-11-24,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$122,856"
2021-11-26,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$121,013"
2021-11-29,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: OFF,"$122,095"
2021-11-30,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$118,817"
2021-12-01,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$118,534"
2021-12-02,LOW-VOL,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$120,260"
2021-12-03,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$118,240"
2021-12-06,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$118,567"
2021-12-07,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$122,340"
2021-12-08,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$122,552"
2021-12-09,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$121,300"
2021-12-10,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: OFF; Credit LQD/SHY > 50d: ON,"$122,306"
2021-12-13,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$120,574"
2021-12-14,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$119,175"
2021-12-15,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$121,085"
2021-12-16,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$120,256"
2021-12-17,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$119,002"
2021-12-20,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$116,987"
2021-12-21,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: OFF; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$119,985"
2021-12-22,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$121,533"
2021-12-23,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$122,240"
2021-12-27,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$124,876"
2021-12-28,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$124,266"
2021-12-29,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: OFF,"$124,425"
2021-12-30,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$123,677"
2021-12-31,MOMENTUM,SPY > 200d SMA: ON; VIX < 20: ON; 10Y Yield ROC < 0: ON; Credit LQD/SHY > 50d: ON,"$123,810"
